"approval-date","reimbursement-id","case-id","amazon-order-id","reason","sku","fnsku","asin","product-name","condition","currency-unit","amount-per-unit","amount-total","quantity-reimbursed-cash","quantity-reimbursed-inventory","quantity-reimbursed-total","original-reimbursement-id","original-reimbursement-type"
"2026-05-15T05:16:36+00:00","22041759111",,"113-2584450-0285806","CustomerReturn","306104-416J","X002I93Z95","B0875SPZT4","VIVOSUN 4 Inch 16 Feet Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation with 2 Stainless Steel Clamps","NewItem","USD","7.81","7.81","1","0","1",,
"2026-05-15T05:15:30+00:00","22042754791",,,"Lost_Warehouse","YOYO-003J","X002PW1AM9","B08NT2DMZJ","VIVOSUN 12 PCS Retractable Plant Yoyo with Stopper for Grow Support in Tent Garden or Hydroponics, Yellow","NewItem","USD","4.13","4.13","1","0","1",,
"2026-05-15T04:48:01+00:00","22044383591",,"114-2507015-0500269","CustomerServiceIssue","SPray-08L-GJ","X0024GXAOR","B07QTHF9ZT","VIVOSUN 27oz Pump Sprayer, Handheld Garden Water Sprayer Bottle with Adjustable Brass Nozzle, for Spraying Plants, Flowers, Weeds and Cleaning, Green","NewItem","USD","8.47","8.47","1","0","1",,
"2026-05-15T04:44:00+00:00","22042722011",,"111-1162662-6797007","CustomerReturn","311008-03x50J","X0013K75RD","B0132LPUTE","VIVOSUN 50-Pack 3 Gallon Grow Bags for Plants, Black-and-White Thick Plastic Bags for Potting Seedlings, and Rooting","NewItem","USD","9.71","9.71","1","0","1",,
"2026-05-15T04:32:55+00:00","22042700111",,"112-1946210-1065001","CustomerReturn","VSV-TF13","X003Q21DR9","B0BW93RPZW","VIVOSUN 13'' Tower Fan, Bladeless Desk Fan, for Cooling Air Circulation Anywhere, 3 Speeds 70° Oscillation, Quiet Portable Desk Fan for Home Office, Black","NewItem","USD","20.72","20.72","1","0","1",,
"2026-05-15T04:23:09+00:00","22040924281",,"112-0997934-0545818","CustomerReturn","308131","X000WUFUBN","B018VI75CS","VIVOSUN Highly Reflective Mylar Film Roll 4FT x 25FT for Outdoor Grow Room Indoor Decoration Aluminum Paint Coated 2 Mil Silver","NewItem","USD","15.42","15.42","1","0","1",,
"2026-05-15T04:01:15+00:00","22044048581",,,"Reimbursement_Reversal","311001-5x5NJ","X001F1MPD9","B00TF9E6XE","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","NewItem","USD","-2.21","-2.21","-1",,"-1","22039120611","Lost_Warehouse"
"2026-05-15T03:18:20+00:00","22042250091",,,"Reimbursement_Reversal","305130-PEN","X001CXZH71","B06XKMH86J","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics, Pool and Aquarium, Yellow Blue, UL Certified","NewItem","USD","-11.30","-11.30","-1","1","0","21389949161","CustomerReturn"
"2026-05-15T03:16:52+00:00","22044313311",,"702-1416558-7217017","CustomerReturn","332566K","X002B5JSUL","B07FJV5MWP","VIVOSUN 1600 GPH Submersible Water Pump, 100W Pond Pump, Ultra Quiet Aquarium Pump with 14FT. Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","NewItem","CAD","43.24","43.24","1","0","1",,
"2026-05-15T03:07:13+00:00","22044204651",,"112-5626721-6762615","CustomerReturn","330101CNJ","X001Z0D25Z","B016MKY7C8","VIVOSUN 10""x 20.75"" Seedling Heat Mat and Digital Thermostat Combo Set, UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","18.05","18.05","1","0","1",,
"2026-05-15T02:53:34+00:00","22040865471",,"111-1162662-6797007","CustomerReturn","311008-03x50J","X0013K75RD","B0132LPUTE","VIVOSUN 50-Pack 3 Gallon Grow Bags for Plants, Black-and-White Thick Plastic Bags for Potting Seedlings, and Rooting","NewItem","USD","9.71","9.71","1","0","1",,
"2026-05-15T02:15:44+00:00","22039120611",,,"Lost_Warehouse","311001-5x5NJ","X001F1MPD9","B00TF9E6XE","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","NewItem","USD","2.21","2.21","1","0","1",,
"2026-05-15T01:40:39+00:00","22043922461",,"702-8639250-4560210","CustomerReturn","311001-25x5K","X000YNXR27","B00VWU30EK","VIVOSUN 5-Pack 25 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","NewItem","CAD","18.95","18.95","1","0","1",,
"2026-05-15T01:38:59+00:00","22040512111",,"114-2920036-9710669","CustomerReturn","RC-0003","X0042L9QZJ","B0CQ7W5RZZ","VIVOSUN 1 Inch Rockwool Cubes, 100 Plugs Grow Cubes for Hydroponics, Cuttings, Cloning, Plant Propagation, Seed Startling","NewItem","USD","4.30","4.30","1","0","1",,
"2026-05-15T01:00:53+00:00","22039011791",,"113-5387606-5926618","CustomerReturn","332572J","X001Z5JQOB","B07L54HB83","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","NewItem","USD","13.11","13.11","1","0","1",,
"2026-05-15T00:55:16+00:00","22042207551",,"113-5501785-6791455","CustomerServiceIssue","Spray-SX-CS5J","X002BM62HL","B07Y82117Q","VIVOSUN 1.35 Gal/5L Pump Sprayer, Garden Water Sprayer for Plants, Weeds & Lawn Care, with 3 Nozzles, 50'' Long Hose & Pressure Relief Valve","NewItem","USD","21.72","21.72","1","0","1",,
"2026-05-15T00:42:38+00:00","22038994511",,"114-8789700-5729032","CustomerServiceIssue","330120x4J","X0028018AH","B07TBDJV31","VIVOSUN 4-Pack LCD Digital Aquarium Thermometer Fish Tank Water Terrarium Temperature with Suction Cup for Turtle","NewItem","USD","9.68","9.68","1","0","1",,
"2026-05-15T00:38:00+00:00","22039894061",,"114-1604171-4809869","CustomerReturn","330101x2NJ","X001YUGJ7J","B015PD8I7I","VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","14.68","14.68","1","0","1",,
"2026-05-15T00:29:52+00:00","22043839431",,"111-1798775-7428209","CustomerReturn","VSFW001-Black-ZYJ","X003WOY6WF","B07SBZ2ZJ9","VIVOSUN Collapsible Folding Wagon, 350 lb Load-Bearing Outdoor Utility Cart with Silent Universal Wheels, Cup Holders &Side Pockets, Adjustable Handle, for Camping, Garden, Sports, Picnic, Shopping","NewItem","USD","51.92","51.92","1","0","1",,
"2026-05-15T00:25:02+00:00","22040704881",,"113-9254118-5425827","CustomerServiceIssue","DT-001X2J","X002IPZGCN","B08889K4D2","VIVOSUN 7 Day Programmable Digital Timer with Dual Outlet, 20 On/Off UL Listed Heavy Duty Plug-in Outlet Timer with Countdown Setting, Indoor for Lamp, Fan, Heater, Humidifiers, Aquarium (2 Pack)","NewItem","USD","17.11","17.11","1","0","1",,
"2026-05-14T23:18:08+00:00","22040293401",,"114-8221937-8912246","CustomerReturn","AP-40","X003EI08VR","B0BG2GFRQJ","VIVOSUN Commercial Air Pump 1110 GPH 8 Outlet 40W 70L/min for Aquarium and Hydroponic Systems","NewItem","USD","34.08","34.08","1","0","1",,
"2026-05-14T23:11:45+00:00","22041262811",,,"Damaged_Warehouse","306104-42C","X0029ZV76B","B07WFDCYZL","VIVOSUN 2-Pack 4 Inch 25 Feet Flex Air Aluminum Ducting Dryer, Flexible Vent Hose for HVAC Ventilation with Four 4 Inch Stainless Steel Clamps","NewItem","USD","8.63","8.63","1","0","1",,
"2026-05-14T23:09:56+00:00","22040283531",,,"Reimbursement_Reversal","311003-4J","X001375NH5","B01EWH83FU","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","NewItem","USD","-2.55","-2.55","-1",,"-1","21815799701","CustomerReturn"
"2026-05-14T23:01:18+00:00","22037723851",,"701-8030133-2249842","CustomerReturn","SPray-80LK","X00289XUJZ","B07QVWQ1HC","VIVOSUN 2-Gallon Pump Pressure Sprayer, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, Pressure Relief Valve, for Spraying Plants, Garden Watering and Household Cleaning","NewItem","CAD","23.68","23.68","1","0","1",,
"2026-05-14T22:59:19+00:00","22038802911",,"114-0071552-4359475","CustomerServiceIssue","330101NJ","X001YUGJ3X","B00P7U259C","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","8.22","8.22","1","0","1",,
"2026-05-14T22:12:53+00:00","22041134341",,"111-5253660-1292204","CustomerServiceIssue","330101NJ","X001YUGJ3X","B00P7U259C","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","8.22","8.22","1","0","1",,
"2026-05-14T21:42:44+00:00","22037200631",,"111-8982275-6306622","CustomerReturn","332597J","X0042PHW1Z","B0CQJCG61Q","VIVOSUN 3000 GPH Submersible Water Pump with Barrier Bag, 150W Pond Pump with 18FT. Lift Height, Ultra Quiet Aquarium Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","NewItem","USD","70.21","70.21","1","0","1",,
"2026-05-14T21:41:27+00:00","22036253691",,,"Reimbursement_Reversal","VSV-IFP6C","X004H4ENH7","B0DNSVKPYX","VIVOSUN 6"" Inline Exhaust Fan & Speed Controller, Low Noise Workshop 345 CFM Duct Fan for HVAC Ventilation, Vent Booster Fan in Grow Tents, Basements, Bathrooms, Kitchens, Attics and 3D Printer","NewItem","USD","-22.07","-22.07","-1","1","0","21950034601","CustomerServiceIssue"
"2026-05-14T21:27:21+00:00","22041377051",,,"Lost_Warehouse","332023J","X002BEXBVT","B07XZ915VW","VIVOSUN Slide-Out Jewelry Loupe Magnifier 30X 60X 90X LED Lighted Eye Loupe with UV Light for Jewelry, Diamonds, Gems, Coins, Stamps, Rocks, Black","NewItem","USD","3.82","3.82","1","0","1",,
"2026-05-14T21:27:21+00:00","22041377051",,,"Lost_Warehouse","332023J","X002BEXBVT","B07XZ915VW","VIVOSUN Slide-Out Jewelry Loupe Magnifier 30X 60X 90X LED Lighted Eye Loupe with UV Light for Jewelry, Diamonds, Gems, Coins, Stamps, Rocks, Black","NewItem","USD","3.82","3.82","1","0","1",,
"2026-05-14T21:27:21+00:00","22041377051",,,"Lost_Warehouse","332023J","X002BEXBVT","B07XZ915VW","VIVOSUN Slide-Out Jewelry Loupe Magnifier 30X 60X 90X LED Lighted Eye Loupe with UV Light for Jewelry, Diamonds, Gems, Coins, Stamps, Rocks, Black","NewItem","USD","3.82","3.82","1","0","1",,
"2026-05-14T20:53:39+00:00","22036172081",,"114-4015871-5975464","CustomerReturn","311021-10x5J","X0015U9RQD","B01I1D9IF0","VIVOSUN 5-Pack 10 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","NewItem","USD","8.52","8.52","1","0","1",,
"2026-05-14T20:53:35+00:00","22041210641",,"114-2762818-0315456","CustomerReturn","306101W-4J","X0018M0OF1","B01M7S46YZ","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan, HVAC Vent Blower for Grow Tent, Attic, Basements or Kitchen, Hydroponics Exhaust Booster Fan","NewItem","USD","15.90","15.90","1","0","1",,
"2026-05-14T20:37:19+00:00","22037587181",,"113-9254118-5425827","CustomerServiceIssue","DT-001X2J","X002IPZGCN","B08889K4D2","VIVOSUN 7 Day Programmable Digital Timer with Dual Outlet, 20 On/Off UL Listed Heavy Duty Plug-in Outlet Timer with Countdown Setting, Indoor for Lamp, Fan, Heater, Humidifiers, Aquarium (2 Pack)","NewItem","USD","17.11","17.11","1","0","1",,
"2026-05-14T20:17:53+00:00","22039765711",,,"Lost_Warehouse","NB-001J","X003SMLWKP","B0BWDZR3DG","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of Quarts","NewItem","USD","11.03","11.03","1","0","1",,
"2026-05-14T20:17:53+00:00","22039765711",,,"Lost_Warehouse","NB-001J","X003SMLWKP","B0BWDZR3DG","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of Quarts","NewItem","USD","11.03","11.03","1","0","1",,
"2026-05-14T20:17:53+00:00","22039765711",,,"Lost_Warehouse","NB-001J","X003SMLWKP","B0BWDZR3DG","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of Quarts","NewItem","USD","11.03","11.03","1","0","1",,
"2026-05-14T20:17:53+00:00","22039765711",,,"Lost_Warehouse","NB-001J","X003SMLWKP","B0BWDZR3DG","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of Quarts","NewItem","USD","11.03","11.03","1","0","1",,
"2026-05-14T20:17:53+00:00","22039765711",,,"Lost_Warehouse","NB-001J","X003SMLWKP","B0BWDZR3DG","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of Quarts","NewItem","USD","11.03","11.03","1","0","1",,
"2026-05-14T20:17:53+00:00","22039765711",,,"Lost_Warehouse","NB-001J","X003SMLWKP","B0BWDZR3DG","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of Quarts","NewItem","USD","11.03","11.03","1","0","1",,
"2026-05-14T20:06:00+00:00","22037901721",,"111-1162662-6797007","CustomerReturn","311008-03x50J","X0013K75RD","B0132LPUTE","VIVOSUN 50-Pack 3 Gallon Grow Bags for Plants, Black-and-White Thick Plastic Bags for Potting Seedlings, and Rooting","NewItem","USD","9.71","9.71","1","0","1",,
"2026-05-14T20:03:42+00:00","22039280931",,,"Lost_Warehouse","311001-5x5NJ","X001F1MPD9","B00TF9E6XE","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","NewItem","USD","2.21","2.21","1","0","1",,
"2026-05-14T19:53:51+00:00","22039757521",,,"Lost_Warehouse","PH001J","X002ECSOJ7","B08228CNGT","VIVOSUN 3-in-1 Digital pH Meter with ATC, ±0.1 pH Accuracy Water Quality Tester, 0-14.0 pH Measurement Range for Hydroponics, Household Drinking, Pool and Aquarium","NewItem","USD","7.64","7.64","1","0","1",,
"2026-05-14T19:46:54+00:00","22036040851",,,"Reimbursement_Reversal","311001-3x5NJ","X001F28TSD","B00TF9E4UO","VIVOSUN 5-Pack 3 Gallon Plant Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","NewItem","USD","-4.13","-4.13","-1",,"-1","20993507541","Lost_Inbound"
"2026-05-14T19:34:16+00:00","22039708561",,"114-5001886-2138615","CustomerReturn","311001-25x5NJ","X001F1MWGJ","B00VWU30EK","VIVOSUN 5-Pack 25 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","NewItem","USD","14.86","14.86","1","0","1",,
"2026-05-14T19:14:41+00:00","22035967501",,,"Reimbursement_Reversal","AP-25K","X003FGV0TR","B0BG2HJRGB","VIVOSUN Commercial Air Pump 634GPH, 25W, 40L/min 6 Outlet for Aquarium and Hydroponic Systems","NewItem","CAD","-29.90","-29.90","-1","1","0","16809687921","CustomerReturn"
"2026-05-14T19:10:51+00:00","22039688981",,"114-0260076-5211445","CustomerReturn","VSL-T52F-4","X004HU470T","B0DPYWYZ8B","VIVOSUN 2ft Grow Lights for Indoor Plants Full Spectrum, LED Plant Lights 60W(4 X 15W), T5 Grow Light Strip for Seed Starting, Greenhouse, Hydroponics, SGS Compatible, Linkable, 5000K, 4-Pack","NewItem","USD","20.87","20.87","1","0","1",,
"2026-05-14T19:02:11+00:00","22035947851",,"111-5261442-4573808","CustomerReturn","308105-50J","X002EE2HDT","B0823BFW6P","VIVOSUN 2-Pack Double Bubble Foil Insulation Roll, 6"" x 25 ft Reflective HVAC Pipe & Duct Wrap, Weatherproof Thermal Insulation for Attics, Windows, Garages","NewItem","USD","16.91","16.91","1","0","1",,
"2026-05-14T18:51:23+00:00","22036945071",,"702-0650498-6525059","CustomerReturn","VSA200SEK","X003LXOA7D","B0BKPNRGCJ","VIVOSUN AeroLight A200SE, 200W LED Grow Light with an Integrated Circulation Fan, Compatible with App, Must Be Used wth Growhub Controller E42/E42A/E25 to Achieve Many Functions","NewItem","CAD","126.39","126.39","1","0","1",,
"2026-05-14T18:45:58+00:00","22035934381",,,"Lost_Warehouse","305130-PEN","X001CXZH71","B06XKMH86J","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics, Pool and Aquarium, Yellow Blue, UL Certified","NewItem","USD","2.06","2.06","1","0","1",,
"2026-05-14T18:39:50+00:00","22037788621",,"112-3760813-1201863","CustomerReturn","332024J","X0046LUVW7","B0CZ85T6LW","VIVOSUN 2-Pack Jewelry Loupe, 30X and 60X Foldable Magnifier UV/LED Lights, Desktop Loupe with LED & UV Lights for Jewelry, Gems, Watches, Coins, and Stamps, Black","NewItem","USD","15.71","15.71","1","0","1",,
"2026-05-14T18:18:39+00:00","22036496841",,"701-0134662-7728261","CustomerReturn","330120x1K","X002AMSQV7","B07T887H59","VIVOSUN 1-Pack LCD Digital Aquarium Thermometer Fish Tank Water Terrarium Temperature with Suction Cup for Turtle","NewItem","CAD","6.15","6.15","1","0","1",,
"2026-05-14T18:08:33+00:00","22038642261",,"113-8953614-8884222","CustomerServiceIssue","VSL-LRUC100","X004NKXQQ9","B0F5HCQ7K1","VIVOSUN LumaRay Under Canopy Grow Light, Full Spectrum Dimmable LED Grow Lights for Grow Tents, Greenhouses, SGS Compatible, 100W, 3.28 ft, 1 Pack","NewItem","USD","79.78","79.78","1","0","1",,
"2026-05-14T18:02:05+00:00","22036871311",,"114-7098688-5989845","CustomerServiceIssue","330101NJ","X001YUGJ3X","B00P7U259C","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","6.95","6.95","1","0","1",,
"2026-05-14T17:41:06+00:00","22036799791",,"701-8657635-9186669","CustomerReturn","GP0001-6K","X002HBM045","B07R22S3B5","VIVOSUN 50 Pcs 6 Inch Plastic Plant Nursery Pots, Seed Starting Pot, Flower Plant Container for Seedlings, Cuttings, Transplanting","NewItem","CAD","15.84","15.84","1","0","1",,
"2026-05-14T17:33:43+00:00","22038433831",,,"Lost_Warehouse","311021-30x5J","X0015VGFFD","B01I1D9OT0","VIVOSUN 5-Pack 30 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","NewItem","USD","8.00","8.00","1","0","1",,
"2026-05-14T17:31:10+00:00","22034074311",,"113-5388121-5001030","CustomerServiceIssue","RC-0003","X0042L9QZJ","B0CQ7W5RZZ","VIVOSUN 1 Inch Rockwool Cubes, 100 Plugs Grow Cubes for Hydroponics, Cuttings, Cloning, Plant Propagation, Seed Startling","NewItem","USD","4.79","4.79","1","0","1",,
"2026-05-14T17:26:18+00:00","22038419451",,,"Damaged_Warehouse","GB0100-2J","X002TD0W2N","B08X9Y8W7N","VIVOSUN 2-Pack 5 Tier Vertical Gardening Stackable Planter for Strawberries, Flowers, Herbs, Vegetables, Ivory","NewItem","USD","15.44","15.44","1","0","1",,
"2026-05-14T17:24:39+00:00","22038609711",,"114-4152694-9341046","CustomerReturn","SPray-08L-GJ","X0024GXAOR","B07QTHF9ZT","VIVOSUN 27oz Pump Sprayer, Handheld Garden Water Sprayer Bottle with Adjustable Brass Nozzle, for Spraying Plants, Flowers, Weeds and Cleaning, Green","NewItem","USD","8.22","8.22","1","0","1",,
"2026-05-14T17:07:34+00:00","22038575311",,"111-1162662-6797007","CustomerReturn","311008-03x50J","X0013K75RD","B0132LPUTE","VIVOSUN 50-Pack 3 Gallon Grow Bags for Plants, Black-and-White Thick Plastic Bags for Potting Seedlings, and Rooting","NewItem","USD","9.71","9.71","1","0","1",,
"2026-05-14T16:55:06+00:00","22038179221",,"112-6054700-0113036","CustomerReturn","311021-20x5NJ","X002IOJYKT","B0885S2TDF","VIVOSUN 5-Pack 20 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","NewItem","USD","13.59","13.59","1","0","1",,
"2026-05-14T16:24:24+00:00","22038122001",,"114-8114853-0725812","CustomerReturn","TN-55","X003QU12LD","B0BY2DZJ8J","VIVOSUN 5 x 5Ft. Elastic Trellis Netting with 4 Hooks for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","NewItem","USD","8.91","8.91","1","0","1",,
"2026-05-14T16:19:22+00:00","22034368651",,"113-7320413-8395427","CustomerReturn","MGS-PS10W6","X004DTI9XP","B0DG1JJFYP","Maygrove 6 Pack Plant Saucer, 8 10 12 inch Plant Saucers for indoor, Heavy Duty Plastic Plant trays for pots, Grow Bags, Bird Baths, Flower Drip Trays for Indoor and Outdoor Uses (10"", White)","NewItem","USD","7.24","7.24","1","0","1",,
"2026-05-14T16:16:57+00:00","22035215571",,"111-5253660-1292204","CustomerServiceIssue","330101NJ","X001YUGJ3X","B00P7U259C","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","8.22","8.22","1","0","1",,
"2026-05-14T16:16:01+00:00","22034370161",,"113-8953614-8884222","CustomerServiceIssue","VSL-LRUC100","X004NKXQQ9","B0F5HCQ7K1","VIVOSUN LumaRay Under Canopy Grow Light, Full Spectrum Dimmable LED Grow Lights for Grow Tents, Greenhouses, SGS Compatible, 100W, 3.28 ft, 1 Pack","NewItem","USD","79.78","79.78","1","0","1",,
"2026-05-14T16:14:35+00:00","22034874841",,"114-3542287-5157061","CustomerReturn","306143-0616","X000VV26DN","B01731MLFK","VIVOSUN 6 Inch Air Carbon Filter Smelliness Control with Australia Virgin Charcoal for Inline Duct Fan, Grow Tent, Pre-Filter Included, Reversible Flange 6""x 16""","NewItem","USD","30.81","30.81","1","0","1",,
"2026-05-14T15:57:14+00:00","22035209411",,"113-5069514-3255418","CustomerReturn","332582-40","X002I2UUL3","B086QHTGZ5","VIVOSUN 660GPH 40W Submersible Pump for Fish Tank, Pond, Aquarium, Hydroponic Systems with 5ft Power Cord and 4 Nozzles Blue","NewItem","USD","11.68","11.68","1","0","1",,
"2026-05-14T15:34:08+00:00","22032848651",,"112-0439076-2206632","CustomerServiceIssue","VG-Y18B","X0040AZHNR","B0CL9VRP1C","VGrow All-in-One Smart Grow Box, Professional System with Samsung LM301H EVO Grow Light, Advanced Circulation & Ventilation System, Irrigation, Nutrient, Magnetic Window for Indoor Hydroponics","NewItem","USD","469.67","469.67","1","0","1",,
"2026-05-14T15:25:29+00:00","22038168521",,,"Lost_Warehouse","GH-0002","X002EN83TR","B082FJ37D1","VIVOSUN 57x57x77 Inch Mini Walk in Green House with Window and Anchor, Plant Garden Hot House 2 Tiers 8 Shelves, 4.7 x 4.7 x 6.4 FT","NewItem","USD","21.39","21.39","1","0","1",,
